Gene_id,Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Peptides 1,Peptides 2,Razor + unique peptides 1,Razor + unique peptides 2,Unique peptides 1,Unique peptides 2,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Sequence lengths,Fraction average,Fraction 1,Fraction 2,Fraction 11,Fraction 12,Q-value,Score,Identification type 1,Identification type 2,Sequence coverage 1 [%],Sequence coverage 2 [%],Intensity,Intensity 1,Intensity 2,iBAQ,iBAQ 1,iBAQ 2,LFQ intensity 1,LFQ intensity 2,MS/MS count 1,MS/MS count 2,MS/MS count,Only identified by site,Reverse,Potential contaminant,id,Peptide IDs,Peptide is razor,Mod. peptide IDs,Evidence IDs,MS/MS IDs,Best MS/MS,DSSTP_K site IDs,Oxidation (M) site IDs,DSSTP_K site positions,Oxidation (M) site positions,Gene_desc,fc1,fc2,fc3,log10_score,log10_intensity,log10_iBAQ,pvalues,mean,log_mean,log_pvalues
Tb927.11.10540,Tb927.11.10540:mRNA-p1,Tb927.11.10540:mRNA-p1,7,7,7,"Tb927.11.10540:mRNA-p1 | transcript=Tb927.11.10540:mRNA | gene=Tb927.11.10540 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_11_v5.1:2804994-",1,7,7,7,0,7,0,7,0,7,8.0,8.0,8.0,99.443,855,855,11.8,,,2.0,7.0,0.0,6.2651,,By MS/MS,0.0,8.0,12586000,177320,12777160,242040.0,2266.1,243297.6,201910,4396066,0,7,7,,,,255,97;611;1080;2256;2429;3818;4044,True;True;True;True;True;True;True,102;639;1130;2347;2525;3999;4234,231;1210;1211;2046;2047;4304;4624;7352;7773,243;1252;2068;4347;4692;7637;8121,243;1252;2068;4347;4692;7637;8121,,,,,"hypothetical protein, conserved",0.021750366872971463,0.022283344520983583,0.024251870807204774,0.7969280073495767,7.099887727411467,5.38388714426039,6.536336993675622e-15,0.02210568530497954,-5.499438729367837,3.999999999971613
Tb927.11.1070,Tb927.11.1070:mRNA-p1,Tb927.11.1070:mRNA-p1,23,23,23,"Tb927.11.1070:mRNA-p1 | transcript=Tb927.11.1070:mRNA | gene=Tb927.11.1070 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=glycosomal transporter (GAT3), putative | transcript_product=glycosomal transporter (GAT3), putative | location=Tb927_11_",1,23,23,23,18,23,18,23,18,23,30.8,30.8,30.8,75.51,684,684,8.74,3.0,32.0,22.0,58.0,0.0,112.39,By MS/MS,By MS/MS,22.1,30.8,1893600000,692217320,1201691160,59174000.0,21628266.1,37548257.6,620291910,319958766,56,115,171,,,,256,52;58;259;853;906;912;922;1361;1577;1692;1794;1930;1953;1964;2080;2199;2538;2675;3338;3512;3826;3961;4380,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,53;60;61;270;893;894;948;949;956;966;967;1422;1642;1762;1869;2017;2042;2053;2169;2289;2642;2643;2800;3493;3494;3675;4007;4148;4585,109;110;111;127;128;129;130;131;132;133;525;1631;1632;1633;1634;1635;1724;1725;1726;1738;1739;1740;1741;1742;1743;1744;1745;1746;1747;1748;1749;1750;1772;1773;2579;2580;2581;2964;3177;3178;3179;3362;3363;3364;3365;3366;3367;3368;3369;3370;3371;3372;3373;3654;3655;3656;3722;3744;3745;3746;3747;3748;3749;3971;3972;3973;3974;4189;4190;4191;4192;4193;4797;4798;4799;4800;4801;4802;4803;4804;4805;5067;5068;6405;6406;6407;6408;6409;6410;6758;6759;6760;6761;6762;6763;7363;7364;7365;7366;7367;7368;7610;7611;7612;7613;7614;7615;7616;7617;8406;8407;8408;8409;8410;8411,112;113;114;127;128;129;130;131;132;133;134;135;564;1656;1657;1658;1659;1744;1745;1746;1747;1748;1760;1761;1762;1763;1764;1765;1766;1767;1768;1769;1770;1771;1772;1773;1774;1775;1776;1777;1778;1779;1780;1781;1782;1783;1784;1785;1812;1813;2605;2606;2607;2608;2969;3166;3167;3168;3169;3375;3376;3377;3378;3379;3380;3381;3382;3383;3384;3385;3386;3387;3388;3389;3390;3677;3678;3679;3680;3681;3682;3742;3763;3764;3765;3766;3767;3768;3769;3770;3771;3984;3985;3986;3987;3988;3989;3990;3991;4216;4217;4218;4219;4220;4221;4222;4223;4224;4225;4226;4227;4228;4229;4230;4849;4850;4851;4852;4853;4854;5109;5110;6550;6551;6552;6553;6554;6555;6961;6962;6963;6964;6965;6966;6967;6968;6969;6970;6971;7648;7649;7650;7651;7652;7653;7654;7655;7656;7951;7952;7953;7954;7955;7956;7957;7958;7959;7960;7961;7962;7963;7964;7965;7966;8784;8785;8786;8787;8788;8789;8790;8791;8792;8793;8794,113;127;564;1657;1747;1773;1813;2607;2969;3169;3385;3681;3742;3766;3989;4217;4849;5110;6554;6966;7650;7960;8785,7,176;177;178;179;180;181,44,56;102;482;601;602;620,"glycosomal transporter (GAT3), putative",1.0064096694014355,0.9766987452885232,1.0736092285658303,2.050727671215053,9.277288244921026,7.772130927384365,0.24753180252449586,0.9866023866594938,-0.019459317571527582,0.6061935810817725
Tb927.11.10760,Tb927.11.10760:mRNA-p1,Tb927.11.10760:mRNA-p1,2,2,2,Tb927.11.10760:mRNA-p1 | transcript=Tb927.11.10760:mRNA | gene=Tb927.11.10760 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=kinesin-D | transcript_product=kinesin-D | location=Tb927_11_v5.1:2879951-2881804(+) | protein_length=617 | sequence_S,1,2,2,2,1,2,1,2,1,2,3.2,3.2,3.2,69.884,617,617,8.67,,1.0,,2.0,0.0,2.4019999999999997,By MS/MS,By MS/MS,1.5,3.2,2220900,474560,2114760,56945.0,9887.6,50581.6,201910,720156,1,2,3,,,,257,1053;1920,True;True,1102;2006,1987;3636;3637,2009;3659;3660,2009;3660,,182,,330,kinesin-D,0.38025289002135426,0.39452345581429465,0.14531244913816002,0.3805730030668872,6.346529004101864,4.755455597287135,2.2144771058370394e-08,0.3897666005499812,-1.3593176248286785,3.9999038371283944
Tb927.11.1090,Tb927.11.1090:mRNA-p1;Tb927.11.1100:mRNA-p1;Tb11.v5.1038.1-p1;Tb11.v5.0702.1-p1,Tb927.11.1090:mRNA-p1;Tb927.11.1100:mRNA-p1;Tb11.v5.1038.1-p1,12;9;7;1,12;9;7;1,2;2;0;0,"Tb927.11.1090:mRNA-p1 | transcript=Tb927.11.1090:mRNA | gene=Tb927.11.1090 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=calpain-like protein, putative | transcript_product=calpain-like protein, putative | location=Tb927_11_v5.1:279194-296707",4,12,12,2,1,12,1,12,0,2,47.7,47.7,0.4,658.93,5837,5837;1096;1576;730,10.1,2.0,,20.0,,0.0,38.055,By MS/MS,By MS/MS,8.4,47.7,112430000,7979020,104821160,434090.0,32388.1,405227.6,201910,14831766,2,21,23,,,,258,1008;1030;1244;1245;1681;1683;1861;2030;2180;3197;3198;3923,True;True;True;True;True;True;True;True;True;True;True;True,1057;1079;1299;1300;1301;1302;1749;1750;1752;1753;1942;2119;2270;3345;3346;4109,1923;1952;2364;2365;2366;2367;2368;2369;2370;3161;3162;3163;3165;3166;3167;3168;3524;3886;4154;6081;6082;7533,1954;1982;2405;2406;2407;2408;2409;2410;2411;3148;3149;3150;3151;3153;3154;3155;3156;3157;3541;3900;4170;6166;6167;7879,1954;1982;2407;2410;3150;3153;3541;3900;4170;6166;6167;7879,,183;184;185;186,,1689;1783;1941;3346,"calpain-like protein, putative",0.1201560802207962,0.19456408763122104,0.007228818991364396,1.580411726277412,8.05088221066403,5.637579781243348,4.750657757744255e-06,0.16976141849441276,-2.55841947858387,3.979843241300456
Tb927.11.10900,Tb927.11.10900:mRNA-p1,Tb927.11.10900:mRNA-p1,2,2,2,Tb927.11.10900:mRNA-p1 | transcript=Tb927.11.10900:mRNA | gene=Tb927.11.10900 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Component of motile flagella 9 | transcript_product=Component of motile flagella 9 | location=Tb927_11_v5.1:2908386-29,1,2,2,2,0,2,0,2,0,2,2.7,2.7,2.7,99.792,848,848,12.0,,,,2.0,0.0,1.9642,,By MS/MS,0.0,2.7,0,177320,191160,0.0,2266.1,1257.6,201910,38766,0,2,2,,,,259,3876;4103,True;True,4059;4295,7442;7873,7728;8231,7728;8231,,,,,Component of motile flagella 9,1.4926911453925609,2.6459847613799767,2.458327712103935,0.29318570670659794,-inf,-inf,0.030454586032925317,2.261553556050838,1.1773141609633926,1.5149235959184342
Tb927.11.11080,Tb927.11.11080:mRNA-p1,Tb927.11.11080:mRNA-p1,2,2,2,Tb927.11.11080:mRNA-p1 | transcript=Tb927.11.11080:mRNA | gene=Tb927.11.11080 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Nucleoporin NUP149 | transcript_product=Nucleoporin NUP149 | location=Tb927_11_v5.1:2966930-2971249(+) | protein_lengt,1,2,2,2,0,2,0,2,0,2,20.2,20.2,20.2,149.23,1439,1439,11.0,,,2.0,,0.0,5.3903,,By MS/MS,0.0,20.2,1778500,177320,1969660,18920.0,2266.1,20177.6,201910,399426,0,2,2,,,,260,3157;3488,True;True,3305;3649,6008;6717,6094;6919,6094;6919,,,,,Nucleoporin NUP149,0.13873867551347988,0.2540901813287442,0.2664102713833801,0.7316129367486812,6.250053869521799,4.276921132065774,3.41013040831928e-05,0.2156396793903228,-2.2133054251803714,3.8725669987824
Tb927.11.1110,Tb927.11.1110.1-p1;Tb11.v5.1011.1-p1,Tb927.11.1110.1-p1,9;1,2;1,2;1,"Tb927.11.1110.1-p1 | transcript=Tb927.11.1110.1 | gene=Tb927.11.1110 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=calpain, putative | transcript_product=calpain, putative | location=Tb927_11_v5.1:310409-314971(+) | protein_length=1520 | sequ",2,9,2,2,1,9,0,2,0,2,28.8,1.5,1.5,171.46,1520,1520;2478,11.0,,,2.0,,0.0019305,1.3806,By matching,By MS/MS,4.7,28.8,1806200,177320,1997360,27367.0,2266.1,28624.6,201910,405046,0,2,2,,,,261,1013;1244;1245;1681;1683;1753;2180;3197;3198,True;False;False;False;False;True;False;False;False,1062;1299;1300;1301;1302;1749;1750;1752;1753;1828;2270;3345;3346,1928;2364;2365;2366;2367;2368;2369;2370;3161;3162;3163;3165;3166;3167;3168;3286;4154;6081;6082,1959;2405;2406;2407;2408;2409;2410;2411;3148;3149;3150;3151;3153;3154;3155;3156;3157;3284;4170;6166;6167,1959;2407;2410;3150;3153;3284;4170;6166;6167,,183;184;185;186,,18;38;132;268,"calpain, putative",0.13738327433010744,0.18860347762722182,0.2611224295861381,0.14006786905228705,6.256765837941647,4.437227192190728,1.079184730947274e-06,0.17153007652818372,-2.543466530421242,3.995338269604109
Tb927.11.11140,Tb927.11.11140:mRNA-p1,Tb927.11.11140:mRNA-p1,5,5,5,Tb927.11.11140:mRNA-p1 | transcript=Tb927.11.11140:mRNA | gene=Tb927.11.11140 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein | transcript_product=hypothetical protein | location=Tb927_11_v5.1:2980951-2983929(+) | protein_l,1,5,5,5,1,5,1,5,1,5,5.5,5.5,5.5,108.85,992,992,10.2,,1.0,4.0,3.0,0.0,6.2652,By MS/MS,By MS/MS,0.9,5.5,6431200,455650,6344060,114840.0,7236.299999999999,111127.6,201910,1757966,1,4,5,,,,262,1212;2350;3105;3108;3540,True;True;True;True;True,1266;2444;3252;3255;3703,2295;4456;4457;5922;5928;5929;6812;6813,2322;4505;4506;6010;6016;7024,2322;4506;6010;6016;7024,,,,,hypothetical protein,0.11356083921313857,0.15109146970154794,0.059994366238429714,0.7969349392583405,6.808292015654263,5.060093183824469,2.6652748711967187e-07,0.1385812595387448,-2.8511959210957647,3.9988440256419913
Tb927.11.11220,Tb927.11.11220:mRNA-p1,Tb927.11.11220:mRNA-p1,20,18,18,"Tb927.11.11220:mRNA-p1 | transcript=Tb927.11.11220:mRNA | gene=Tb927.11.11220 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=Tb927_11_v5.1:2996095-300882",1,20,18,18,0,20,0,18,0,18,5.2,4.7,4.7,480.25,4242,4242,11.1,,,18.0,1.0,0.0,13.614,,By MS/MS,0.0,5.2,14618000,177320,14809160,63833.0,2266.1,65090.6,201910,3101266,0,18,18,,,,263,35;225;347;1156;1440;1530;1777;2014;2268;2371;2434;2446;2463;2663;2787;3191;3253;3367;3734;3953,True;True;True;True;False;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True,35;235;366;1209;1502;1594;1852;2103;2360;2465;2530;2542;2559;2786;2921;3339;3403;3524;3907;4140,69;475;701;2180;2719;2878;3328;3856;3857;4323;4492;4629;4648;4673;5028;5294;6071;6217;6451;7202;7601,70;520;746;2188;2741;2895;3332;3872;4365;4545;4697;4715;4740;5076;5341;6153;6301;6593;7481;7943,70;520;746;2188;2741;2895;3332;3872;4365;4545;4697;4715;4740;5076;5341;6153;6301;6593;7481;7943,,,,,"dynein heavy chain, putative",0.01725747370733697,0.07565649020033981,0.03349466302897084,1.1339857462685796,7.164887957547954,4.805045255722756,1.0827287845068773e-06,0.05619015136933886,-4.153538903024837,3.9953230425726876
Tb927.6.720,Tb927.6.720:mRNA-p1;Tb927.11.11230:mRNA-p1,Tb927.6.720:mRNA-p1;Tb927.11.11230:mRNA-p1,2;2,2;2,2;2,"Tb927.6.720:mRNA-p1 | transcript=Tb927.6.720:mRNA | gene=Tb927.6.720 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=40S ribosomal protein L14, putative | transcript_product=40S ribosomal protein L14, putative | location=Tb927_06_v5.1:298195-29",2,2,2,2,0,2,0,2,0,2,11.6,11.6,11.6,21.443,189,189;189,11.3,,,2.0,1.0,0.0,1.66,,By MS/MS,0.0,11.6,1654700,177320,1845860,236380.0,2266.1,237637.6,201910,429036,0,2,2,,,,264,127;4000,True;True,134;4188,288;289;7684,302;8025,302;8025,,,,,"40S ribosomal protein L14, putative",0.1515597346604269,0.022647819111292173,0.245125612777658,0.22010808804005508,6.218719266900493,5.373610728312931,2.6463228285907624e-05,0.06561845762767042,-3.9297545062972765,3.898035735943167
Tb927.11.1130,Tb927.11.1130:mRNA-p1,Tb927.11.1130:mRNA-p1,4,1,1,"Tb927.11.1130:mRNA-p1 | transcript=Tb927.11.1130:mRNA | gene=Tb927.11.1130 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=calpain-like cysteine peptidase, putative | transcript_product=calpain-like cysteine peptidase, putative | location=Tb927",1,4,1,1,0,4,0,1,0,1,0.9,0.3,0.3,613.99,5400,5400,11.0,,,1.0,,0.0091463,0.69723,,By MS/MS,0.0,0.9,15383000,177320,15574160,60564.0,2266.1,61821.6,201910,3158366,0,1,1,,,,266,1030;2030;3903;3923,False;False;True;False,1079;2119;4089;4109,1952;3886;7498;7533,1982;3900;7846;7879,1982;3900;7846;7879,,,,,"calpain-like cysteine peptidase, putative",0.015874949428395804,0.07895434533599072,0.03295957778604516,-0.15662393459395121,7.187041040042328,4.782214550781311,1.4840167343571549e-06,0.05792788003345908,-4.10959832160912,3.993602351747473
Tb927.11.11370,Tb927.11.11370:mRNA-p1;Tb927.11.11360:mRNA-p1,Tb927.11.11370:mRNA-p1;Tb927.11.11360:mRNA-p1,2;2,2;2,2;2,Tb927.11.11370:mRNA-p1 | transcript=Tb927.11.11370:mRNA | gene=Tb927.11.11370 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=receptor for activated C kinase 1 | transcript_product=receptor for activated C kinase 1 | location=Tb927_11_v5.1:3037,2,2,2,2,0,2,0,2,0,2,7.9,7.9,7.9,34.69,318,318;318,11.3,,,2.0,1.0,0.0,1.5729,,By MS/MS,0.0,7.9,2198200,177320,2389360,115690.0,2266.1,116947.6,201910,498426,0,2,2,,,,267,604;729,True;True,632;765,1202;1428;1429,1245;1464,1245;1464,,,,,receptor for activated C kinase 1,0.11689112291535826,0.04554874814796572,0.20983530532338257,0.19670111243338573,6.34206720353101,5.06329582107352,2.5467406535833136e-06,0.06932953973709656,-3.8503860069375158,3.989078138695503
Tb927.11.11460,Tb927.11.11460:mRNA-p1,Tb927.11.11460:mRNA-p1,2,2,2,Tb927.11.11460:mRNA-p1 | transcript=Tb927.11.11460:mRNA | gene=Tb927.11.11460 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Mitochondrial import receptor subunit ATOM69 | transcript_product=Mitochondrial import receptor subunit ATOM69 | locat,1,2,2,2,0,2,0,2,0,2,3.0,3.0,3.0,68.998,623,623,12.0,,,,2.0,0.0,1.9877,,By MS/MS,0.0,3.0,1665700,177320,1856860,41644.0,2266.1,42901.6,201910,628806,0,2,2,,,,268,1307;3852,True;True,1365;4034,2474;7402,2505;7689,2505;7689,,,,,Mitochondrial import receptor subunit ATOM69,0.14946137832849124,0.12202528988814552,0.16467200422812758,0.2983508377191569,6.221596785740263,4.619552437805238,7.36031419948082e-08,0.1311706527015941,-2.9304831183602844,3.999680463195953
Tb927.11.11480,Tb927.11.11480:mRNA-p1,Tb927.11.11480:mRNA-p1,10,10,10,"Tb927.11.11480:mRNA-p1 | transcript=Tb927.11.11480:mRNA | gene=Tb927.11.11480 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Trichohyalin, putative | transcript_product=Trichohyalin, putative | location=Tb927_11_v5.1:3075484-3077460(+) | prote",1,10,10,10,2,9,2,9,2,9,21.1,21.1,21.1,78.96600000000001,658,658,10.2,,2.0,1.0,9.0,0.0,7.816,By MS/MS,By MS/MS,8.2,21.1,40305000,2462620,38210160,2370900.0,136696.1,2237657.6,201910,13424766,2,8,10,,,,269,195;346;739;940;941;2213;2946;3058;3761;4113,True;True;True;True;True;True;True;True;True;True,205;365;776;985;986;2304;3087;3204;3936;4305,414;700;1446;1798;1799;4233;4234;5605;5830;5831;7245;7888,444;745;1479;1835;1836;4281;4282;5686;5925;7520;8243,444;745;1479;1835;1836;4282;5686;5925;7520;8243,,,,,"Trichohyalin, putative",0.105465808340599,0.1382021763882542,0.008057853324799696,0.8929845507107167,7.60535892548885,6.374913236658887,1.465061932044426e-07,0.12729005370570246,-2.973808401728759,3.9993641973187777
Tb927.11.11550,Tb927.11.11550:mRNA-p1;Tb927.11.11560:mRNA-p1,Tb927.11.11550:mRNA-p1;Tb927.11.11560:mRNA-p1,19;10,19;10,19;10,"Tb927.11.11550:mRNA-p1 | transcript=Tb927.11.11550:mRNA | gene=Tb927.11.11550 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=DNA topoisomerase II alpha, putative | transcript_product=DNA topoisomerase II alpha, putative | location=Tb927_11_v5.",2,19,19,19,0,19,0,19,0,19,14.0,14.0,14.0,164.65,1455,1455;1424,11.1,,,19.0,2.0,0.0,17.382,,By MS/MS,0.0,14.0,26419000,177320,26610160,372100.0,2266.1,373357.6,201910,5537466,0,19,19,,,,270,207;487;740;741;822;851;949;1114;1744;1940;2302;2433;2494;2580;2622;3262;4234;4238;4354,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,217;514;777;778;862;891;995;1166;1819;2028;2396;2529;2591;2697;2745;3413;4432;4436;4558,427;996;1447;1448;1584;1628;1629;1813;2108;3275;3677;4383;4628;4733;4890;4961;4962;6234;8118;8125;8357,456;1028;1480;1481;1612;1654;1848;2123;3274;3702;4432;4696;4788;4940;4941;5013;6321;8469;8475;8734,456;1028;1480;1481;1612;1654;1848;2123;3274;3702;4432;4696;4788;4941;5013;6321;8469;8475;8734,,187,,1129,"DNA topoisomerase II alpha, putative",0.0092504124577526,0.01455523094036336,0.01882315792202868,1.2400997455874054,7.421916374871954,5.570659670021534,6.17583263712089e-11,0.012786958112826438,-6.289183087204154,3.9999997317870792
Tb927.11.11570,Tb927.11.11570:mRNA-p1,Tb927.11.11570:mRNA-p1,1,1,1,"Tb927.11.11570:mRNA-p1 | transcript=Tb927.11.11570:mRNA | gene=Tb927.11.11570 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Translation initiation factor eIF-2B subunit epsilon, putative | transcript_product=Translation initiation factor eIF-",1,1,1,1,1,1,1,1,1,1,1.5,1.5,1.5,87.632,800,800,7.0,,1.0,,1.0,0.004918,0.9113399999999999,By MS/MS,By MS/MS,1.5,1.5,1282600,782970,868100,44227.0,23151.1,24600.6,201910,278546,1,1,2,,,,271,2112,True,2201,4025;4026,4053;4054,4054,,,,,"Translation initiation factor eIF-2B subunit epsilon, putative",1.4693960800414942,1.4693960800414942,0.37748870631101944,-0.04031956750985303,6.10809123558122,4.645687481362974,0.0,1.4693960800414942,0.5552233310135941,4.0
Tb927.11.11680,Tb927.11.11680:mRNA-p1,Tb927.11.11680:mRNA-p1,2,2,2,"Tb927.11.11680:mRNA-p1 | transcript=Tb927.11.11680:mRNA | gene=Tb927.11.11680 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=2-oxoglutarate dehydrogenase E2 component, putative | transcript_product=2-oxoglutarate dehydrogenase E2 component, pu",1,2,2,2,1,1,1,1,1,1,5.5,5.5,5.5,41.143,383,383,8.33,,1.0,1.0,1.0,0.0,2.2686,By MS/MS,By MS/MS,2.3,3.1,2931500,1155280,2144760,162860.0,56597.1,109787.6,201910,676826,1,1,2,,,,272,288;733,True;True,303;769,570;1436;1437,608;1472,608;1472,,,,,"2-oxoglutarate dehydrogenase E2 component, putative",0.9473907437835688,0.873757159645081,0.15381828158503838,0.35575792774617926,6.4670898985208165,5.211814430456818,0.014336628784560644,0.8983016876912436,-0.154728050543086,1.8405342105888407
Tb927.11.12150,Tb927.11.12150:mRNA-p1,Tb927.11.12150:mRNA-p1,18,18,18,Tb927.11.12150:mRNA-p1 | transcript=Tb927.11.12150:mRNA | gene=Tb927.11.12150 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=flagellar pocket cytoskeletal protein bilbo1 | transcript_product=flagellar pocket cytoskeletal protein bilbo1 | locat,1,18,18,18,1,17,1,17,1,17,27.1,27.1,27.1,67.325,587,587,11.5,,1.0,3.0,24.0,0.0,36.508,By MS/MS,By MS/MS,2.0,26.7,121630000,593940,121401160,3475000.0,14169.1,3464357.6,201910,41708766,1,28,29,,,,273,12;216;328;329;509;529;536;898;938;971;1094;1643;2595;2836;3004;3076;3672;4034,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,12;226;345;346;536;556;563;940;983;1017;1145;1709;2716;2972;3149;3223;3839;4222,22;23;442;652;653;1031;1032;1080;1081;1093;1094;1710;1795;1859;2073;3082;3083;4922;5384;5744;5866;5867;5868;5869;7059;7749;7750;7751,25;26;471;690;691;1077;1130;1142;1143;1144;1145;1729;1833;1891;2090;3077;3078;4974;5430;5850;5961;5962;5963;5964;5965;7263;8097;8098;8099,25;471;690;691;1077;1130;1144;1729;1833;1891;2090;3078;4974;5430;5850;5965;7263;8099,,188;189,,63;468,flagellar pocket cytoskeletal protein bilbo1,0.007088654434706594,0.008964129486843993,0.0020391915903264493,1.5623880418581055,8.085040706742193,6.5409548089261325,9.476702814701277e-13,0.008338971136131527,-6.905914890004848,3.99999999588432
Tb927.11.12530,Tb927.11.12530:mRNA-p1,Tb927.11.12530:mRNA-p1,21,21,21,Tb927.11.12530:mRNA-p1 | transcript=Tb927.11.12530:mRNA | gene=Tb927.11.12530 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Flagellum attachment zone protein 3 | transcript_product=Flagellum attachment zone protein 3 | location=Tb927_11_v5.1:,1,21,21,21,10,18,10,18,10,18,25.7,25.7,25.7,90.654,806,806,8.71,,10.0,2.0,19.0,0.0,20.818,By MS/MS,By MS/MS,13.0,22.2,46117000,8298020,38188160,1072500.0,191116.1,884907.6,11004910,10589766,10,19,29,,,,274,47;220;238;364;513;874;982;1427;1510;1798;2338;2598;3021;3130;3173;3279;3544;3765;3872;4333;4334,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,47;230;249;383;540;915;1029;1488;1573;1873;2432;2720;2721;3166;3277;3321;3431;3707;3940;4054;4537;4538,87;88;89;460;494;742;743;1041;1670;1671;1879;2696;2845;2846;3377;3378;4437;4926;4927;5765;5766;5960;6040;6273;6274;6817;6818;7249;7436;8331;8332,86;87;490;535;779;780;1086;1689;1690;1911;2716;2864;2865;3394;4489;4978;4979;5869;5870;6045;6124;6384;6385;7028;7029;7524;7722;8707;8708,86;490;535;780;1086;1690;1911;2716;2865;3394;4489;4979;5870;6045;6124;6385;7029;7524;7722;8707;8708,,190,,207,Flagellum attachment zone protein 3,0.36881769329180397,0.4382537540172331,0.5401492562975135,1.3184390042001923,7.663861047845941,6.0303973008567615,1.4560780887075698e-05,0.41510840044209,-1.2684399672014033,3.9409640347202965
Tb927.11.12540,Tb927.11.12540:mRNA-p1,Tb927.11.12540:mRNA-p1,6,6,6,"Tb927.11.12540:mRNA-p1 | transcript=Tb927.11.12540:mRNA | gene=Tb927.11.12540 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=leucine-rich repeat protein (LRRP), putative | transcript_product=leucine-rich repeat protein (LRRP), putative | locat",1,6,6,6,0,6,0,6,0,6,6.4,6.4,6.4,115.21,1052,1052,11.6,,,4.0,6.0,0.0,5.0611,,By MS/MS,0.0,6.4,13257000,177320,13448160,245500.0,2266.1,246757.6,201910,3519466,0,8,8,,,,275,150;1564;1885;2608;3110;3179,True;True;True;True;True;True,157;1629;1970;2731;3257;3327,329;330;2942;3575;3576;4939;4940;5932;5933;6050,341;2949;3602;3603;4993;6018;6019;6134,341;2949;3602;4993;6018;6134,,,,,"leucine-rich repeat protein (LRRP), putative",0.019930812518437726,0.021417133215006646,0.029626209983225443,0.7042449184230212,7.122445256281956,5.390051496458987,3.9341043783382633e-13,0.020921692982817004,-5.57885659062343,3.99999999829144
